"id_stone","label_stone","id_word","label_word","wkt","x","y"
30000097,"267. Dromore II (Ogham Stone Concept by the Ogham in 3D Project)",17,"LUG","POINT(-7.848889 52.064444)",-7.848889,52.064444
30000098,"268. Dromore III (Ogham Stone Concept by the Ogham in 3D Project)",11,"CATTU","POINT(-7.848889 52.064444)",-7.848889,52.064444
30000098,"268. Dromore III (Ogham Stone Concept by the Ogham in 3D Project)",16,"VIR","POINT(-7.848889 52.064444)",-7.848889,52.064444
30000099,"272. Drumlohan I (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000099,"272. Drumlohan I (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000100,"273. Drumlohan II (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000100,"273. Drumlohan II (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000101,"274. Drumlohan III (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000102,"275. Drumlohan IV (Ogham Stone Concept by the Ogham in 3D Project)",2,"AVI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000102,"275. Drumlohan IV (Ogham Stone Concept by the Ogham in 3D Project)",3,"CELI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000102,"275. Drumlohan IV (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000102,"275. Drumlohan IV (Ogham Stone Concept by the Ogham in 3D Project)",10,"CUNA","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000103,"276. Drumlohan V (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000104,"277. Drumlohan VI (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000104,"277. Drumlohan VI (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000104,"277. Drumlohan VI (Ogham Stone Concept by the Ogham in 3D Project)",41,"BIR","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000105,"278. Drumlohan VII (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000105,"278. Drumlohan VII (Ogham Stone Concept by the Ogham in 3D Project)",9,"NIOTA","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000106,"279. Drumlohan VIII (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000107,"28. Churchclara I (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.150556 52.651389)",-7.150556,52.651389
30000107,"28. Churchclara I (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.150556 52.651389)",-7.150556,52.651389
30000109,"281. Drumlohan X (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000109,"281. Drumlohan X (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.468056 52.163056)",-7.468056,52.163056
30000110,"285. Kilbeg (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.544722 52.110278)",-7.544722,52.110278
30000110,"285. Kilbeg (Ogham Stone Concept by the Ogham in 3D Project)",22,"IVA","POINT(-7.544722 52.110278)",-7.544722,52.110278
30000111,"292. Knockboy I (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.6 52.111389)",-7.6,52.111389
30000111,"292. Knockboy I (Ogham Stone Concept by the Ogham in 3D Project)",9,"NIOTA","POINT(-7.6 52.111389)",-7.6,52.111389
30000114,"295. Knockboy IV (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.6 52.111389)",-7.6,52.111389
30000115,"296. Knockboy V (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.6 52.111389)",-7.6,52.111389
30000117,"298. Knockboy VII (Ogham Stone Concept by the Ogham in 3D Project)",6,"MAQI","POINT(-7.6 52.111389)",-7.6,52.111389
30000117,"298. Knockboy VII (Ogham Stone Concept by the Ogham in 3D Project)",8,"MUCOI","POINT(-7.6 52.111389)",-7.6,52.111389
