"ciic"|"latitude"|"longitude"|"altitude"|"geometry"|"macci"|"mac"|"lug"|"qen"|"avi"|"cuna"|"maq"|"maqi"|"alatto"|"alattos"|"qasign"|"ceran"|"acto"|"mucoi"|"cuno"|"medvvi"|"vraicci"|"catto"|"ivacattos"|"iva"|"cat"|"cattos"|"maqqi"|"koi"|"tren"|"netta"|"bran"|"drugno"|"vir"|"ver"|"dov"|"branogeni"|"ineqaglas"|"glas"|"covagni"|"bar"|"bari"|"iarni"|"dercmasoc"|"erc"|"neta"|"cari"|"anm"|"trenu"|"cattu"|"brusco"|"colomagni"|"dovalesci"|"giragni"|"viragni"|"coimagni"|"mocoi"|"moco"|"domngen"|"conann"|"cona"|"con"|"casoni"|"maci"|"brocc"|"bir"|"bait"|"cronun"|"erca"|"dommo"|"meddo"|"corbagni"|"corre"|"celi"|"cunas"|"cunagussos"|"dalagni"|"dali"|"dala"|"ttren"|"vergoso"|"dego"|"laddigni"|"laidann"|"corbbi"|"conas"|"glasiconas"|"curci"|"drogno"|"qeni"|"roddos"|"conu"|"brusccos"|"catu"|"brocann"|"gamicunas"|"degos"|"vorgos"|"battigni"|"cati"|"broci"|"gatteglan"|"mocu"|"baidagni"|"ritte"|"cattuvvirr"|"ivageni"|"ivo"|"daimagni"|"gosoctas"|"cunnetas"|"cata"|"catabar"|"moddagn"|"brocagni"|"magl"
109|"51.9855556"|"-8.789444444444444"||"Point"||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||
110|"51.9575"|"-8.83888888888889"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
111|"51.9575"|"-8.83888888888889"||"Point"|||||||1|||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
112|"51.8680556"|"-8.794722222222221"||"Point"|||1||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
113|"51.8680556"|"-8.794722222222221"||"Point"|||1||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
114|"51.8680556"|"-8.794722222222221"||"Point"|||||||1|||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
115|"51.8680556"|"-8.794722222222221"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
116|"51.8680556"|"-8.794722222222221"||"Point"|||||||1||||||||||||||||1||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
117|"51.8680556"|"-8.794722222222221"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
118|"51.9744444"|"-8.779444444444445"||"Point"||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
119|"51.9744444"|"-8.779444444444445"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1|1|||||||||||||||||||||||||||||||||||||
120|"51.9744444"|"-8.779444444444445"||"Point"|||1|||||||||||||||||||||1|1||||||||||||||||1||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||
121|"51.9744444"|"-8.779444444444445"||"Point"||1||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||1|||||||||||||||||1|||||||||||||||||||||||||||||||||||
122|"51.9708333"|"-8.829444444444444"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||
123|"51.9708333"|"-8.829444444444444"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||
124|"51.8866667"|"-8.784166666666666"||"Point"|||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
125|"51.8866667"|"-8.784166666666666"||"Point"|||||||1|1||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
126|"51.8866667"|"-8.784166666666666"||"Point"||||||1|1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||
127|"51.9463889"|"-8.757222222222222"||"Point"||1|||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
128|"52.0075"|"-8.909166666666668"||"Point"|||||||1|1|||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||
129|"51.5086111"|"-9.02638888888889"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
130|"52.0666667"|"-8.928055555555554"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
131|"51.8494444"|-9115||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||
132|"51.8494444"|-9115||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
133|"51.8494444"|-9115||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
134|"51.8283333"|"-9.228055555555555"||"Point"||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||
135|"51.9261111"|"-9.08388888888889"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
136|"52.3288889"|"-9.772777777777778"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
137|"52.3627778"|"-9.724166666666667"||"Point"||1|||||||||||||||||||||||||||||||||||||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||
138|"52.1294444"|"-10.17611111111111"||"Point"|||||||1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||
139|"52.1294444"|"-10.17611111111111"||"Point"||1|||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||
140|"52.1294444"|"-10.17611111111111"||"Point"|||1||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
141|"52.1330556"|"-10.138055555555555"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
142|"52.1330556"|"-10.138055555555555"||"Point"|||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||
143|"52.1591667"|"-10.063055555555556"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
144|"52.1430556"|"-10.049166666666666"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
145|"52.2675"|"-10.236944444444443"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
146|"52.1666667"|"-10.382222222222223"||"Point"|||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
147|"52.1405556"|"-10.2075"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||
148|"52.1761111"|"-10.386111111111111"||"Point"|||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
149|"52.1761111"|"-10.386111111111111"||"Point"|||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
150|"52.1761111"|"-10.386111111111111"||"Point"|||||1||1|1||||||1|||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
151|"52.1761111"|"-10.386111111111111"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
152|"52.1761111"|"-10.386111111111111"||"Point"|||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
153|"52.1761111"|"-10.386111111111111"||"Point"|||||||1||||||||||||||1||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154|"52.1761111"|"-10.386111111111111"||"Point"||||||1|1||||||||||||||||1||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||
155|"52.1725"|"-10.031111111111112"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
156|"52.1725"|"-10.031111111111112"||"Point"|||||||1||||||||||||||||1|1|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
157|"52.1725"|"-10.031111111111112"||"Point"|||||||1||||||||||||||1||1||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
158|"52.1725"|"-10.031111111111112"||"Point"|||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
159|"52.1725"|"-10.031111111111112"||"Point"|||||||1|1||||||||||||||||||||||||||1||||||||||||||||||||||1|1||||||||||||||||||||||||1|1|||||||||||||||||||||||||||||
160|"52.1725"|"-10.031111111111112"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||
161|"52.1725"|"-10.031111111111112"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
162|"52.1725"|"-10.031111111111112"||"Point"|||||1|1|1||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||
163|"52.1725"|"-10.031111111111112"||"Point"|||||||1|||||||1|||||||||1|1||1|||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
164|"52.1552778"|"-10.03138888888889"||"Point"||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||
165|"52.1552778"|"-10.03138888888889"||"Point"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||
166|"52.1869444"|"-10.159444444444444"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
167|"52.1658333"|"-10.0375"||"Point"|||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||
168|"52.1658333"|"-10.0375"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
169|"52.1605556"|"-10.323333333333332"||"Point"|||||||1|1||||||||||||||||||||||||||||||||1||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||
170|"52.1513889"|"-10.3275"||"Point"||||1|||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||
171|"52.1875"|"-10.029722222222222"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||
172|"52.1558333"|"-10.400833333333333"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
173|"52.1469444"|"-10.036388888888888"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
174|"52.1869444"|"-10.159444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
175|"52.1258333"|"-10.306944444444445"||"Point"|||||||1|||||||1|||||||||1||||||||1|||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
176|52215|"-9.910277777777779"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||1||||||||||||||||||||||||
177|52215|"-9.910277777777779"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
178|"52.1119444"|"-10.458333333333332"||"Point"|||||||1|1|||||||||||||||||||||||1|||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
179|"52.14"|"-10.270000000000001"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
180|"52.1330556"|"-10.228055555555555"||"Point"|||||||1|||||||1|||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||
181|"52.1352778"|"-10.270555555555557"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
182|"52.1869444"|"-10.159444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
183|"52.1033333"|"-10.437222222222223"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
184|"52.1408333"|"-10.126666666666667"||"Point"|||||||1||||||||||||||1||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||
185|"52.0444444"|"-10.607777777777777"||"Point"|||||1||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
186|"52.1533333"|"-10.300555555555556"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
187|"52.1883333"|"-10.333055555555555"||"Point"||1|||||||||||||||||||||||||||||||||||||||||1||||||||||||||||1||1|||||||||||||||||||||||||||||1|||||||||||||||||||||
188|"52.1205556"|"-10.194444444444445"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
189|"52.1205556"|"-10.194444444444445"||"Point"|||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
190|"52.1358333"|"-10.124722222222223"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
191|"52.1358333"|"-10.124722222222223"||"Point"||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||1||||||||||||||||||||
192|"52.2519444"|"-10.023333333333333"||"Point"||||1|||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||
193|"52.1447222"|"-10.359444444444444"||"Point"|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
194|"52.1677778"|"-10.024444444444445"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"194A"|"52.1677778"|"-10.024444444444445"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||
195|"52.1725"|"-9.990555555555554"||"Point"|||||1||1|1||||||||||||||||||||||||||||||||1||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||
196|"52.1725"|"-9.990555555555554"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||1|1||||||||||||||||||||||||1|||||||||||||||1|||||||||||||||||||
197|"52.0611111"|"-9.642777777777777"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
198|"52.0611111"|"-9.642777777777777"||"Point"||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
199|"52.0611111"|"-9.642777777777777"||"Point"|||||||1|1||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||
200|"52.0611111"|"-9.642777777777777"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
201|"52.0611111"|"-9.642777777777777"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
202|"52.0611111"|"-9.642777777777777"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
203|"52.0611111"|"-9.642777777777777"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
204|"52.2086111"|"-9.621666666666668"||"Point"||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
205|"51.9744444"|"-9.665000000000001"||"Point"|||||||1|1|||||||||||||||||||||1||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
206|"52.0719444"|"-9.747222222222222"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
207|"52.0719444"|"-9.747222222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
208|"52.0719444"|"-9.747222222222222"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
209|"52.0719444"|"-9.747222222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
210|"52.0719444"|"-9.747222222222222"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
211|"52.0719444"|"-9.747222222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
212|"52.0719444"|"-9.747222222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
213|"52.0719444"|"-9.747222222222222"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
214|"52.0680556"|"-9.71888888888889"||"Point"|||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||1|||||||||||||||||
215|"52.0805556"|"-9.703055555555554"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
216|"52.0805556"|"-9.703055555555554"||"Point"|||||||1|1||||||1|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||
217|"52.0805556"|"-9.703055555555554"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
218|"52.0805556"|"-9.703055555555554"||"Point"|||||||1||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"218A"|"52.0805556"|"-9.703055555555554"||"Point"|||||||1||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
219|"51.91"|"-9.746666666666666"||"Point"|||1||||1|1|||||||||||||1||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
220|"51.7730556"|"-10.122222222222224"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
221|"51.8811111"|"-9.786666666666667"||"Point"|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
222|"51.8586111"|-9875||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
223|"51.8586111"|-9875||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
224|"51.8852778"|"-9.525833333333335"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
225|"51.8475"|"-9.551666666666668"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
226|"51.8394444"|"-9.389166666666666"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||
227|"51.8833333"|"-9.413611111111111"||"Point"|||||||1||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
228|"52.5666667"|"-9.421388888888888"||"Point"|||||1||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||1|||||||||||||||||||||||||||||||||||||
229|"51.9211111"|"-10.166666666666666"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
230|"51.8941667"|"-10.176944444444445"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
231|"51.9122222"|"-10.365555555555556"||"Point"|||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
232|"51.9122222"|"-10.365555555555556"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
233|"51.8480556"|"-10.11361111111111"||"Point"||1|||||||||||||||||||||||||||||||||||||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||
234|"52.0311111"|"-10.029166666666667"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
235|"51.9133333"|"-10.175833333333333"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
236|"51.8433333"|"-10.301944444444445"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
237|"51.8433333"|"-10.301944444444445"||"Point"|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||
238|"51.9233333"|"-10.220833333333333"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||
239|"52.0136111"|"-10.025277777777779"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||1|||||||||||||||||||||||||1||||||||||||
240|"51.9708333"|"-10.05888888888889"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
241|"52.0861111"|"-9.67361111111111"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||1|||||||||||
242|"52.0777778"|"-9.558333333333334"||"Point"|||||||1|1||||||||||||||||||||||||||||||||||||||||||||1|1|||||||||||||||||||||||||||1|||||||||||||||||||||||||||||||
"242A"|"52.0777778"|"-9.558333333333334"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
243|"52.1288889"|"-9.631666666666668"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||
244|"52.1288889"|"-9.631666666666668"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
245|"52.1288889"|"-9.631666666666668"||"Point"|||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
246|"52.1288889"|"-9.631666666666668"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"246A"|"52.1655556"|"-9.73361111111111"||"Point"|||||||1|1||||||1|||||||1||||||||1||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||1||||||||||
"246B"|"52.1655556"|"-9.73361111111111"||"Point"|||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
247|"52.147778"|"-9.662778"||"Point"|||||||1|1|||||||||||||||||||1|||||||1||||||||||||||||||||||1|1||||||||||||||||||||||||1|1|||||||||||||||||||||||||||||
248|"52.1425"|"-9.43888888888889"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
249|"52.1619444"|"-9.687777777777779"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
250|"52.1658333"|"-9.771944444444445"||"Point"|||||||1||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
251|"52.1916667"|"-9.5325"||"Point"|||||||||||||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
252|"52.2266667"|"-9.581944444444444"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
253|"52.2336111"|"-9.540833333333333"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
254|"52.2336111"|"-9.540833333333333"||"Point"|||||||1|1||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1|||||||||
255|"52.1247222"|"-9.7575"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
256|"52.1247222"|"-9.7575"||"Point"||||||1|1|1|||||||||||||||||||||||||||||||||1|||||||||||||||1|1|||||||||||||1|||||||||||||||||||||||||||||||||||||||||
"256A"|"52.2680556"|"-9.710277777777778"||"Point"|||||||1|1||||||||||||||||||||||||||||||||1||||||||||||||||||||||||1|||||||||||||||||||||||||||||||||||||||||||||||
257|"52.4575"|"-8.823888888888888"||"Point"|||1||||1|1|||||||||||||||||||||||||||||||||1||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
258|"52.3819444"|"-8.377222222222223"||"Point"|||||||1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
259|"52.3286111"|"-8.562777777777779"||"Point"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
