"ID1" "ID2" "d12"
26 142 130.48
26 144 196.12
34 36 10.84
34 41 10.63
34 51 71.8
34 61 25.88
34 111 61.1
34 118 64.55
34 121 43.56
34 126 46.63
34 139 46.37
34 147 39.65
34 148 40.91
34 149 50.89
34 150 46.23
34 151 68.2
34 152 59.45
34 153 113.54
34 155 94.25
34 156 104.43
34 157 64.84
34 158 78.96
34 159 68.72
34 160 31.6
34 161 77.01
34 162 35.56
34 163 21.41
34 164 15.95
34 166 124.72
34 167 19.28
34 168 168.82
34 169 162.18
34 170 126.35
34 172 161.48
34 173 160.85
34 174 156.8
34 176 151.82
34 177 158.73
34 178 144.81
34 179 145.9
34 190 165.04
34 191 139.17
34 193 186.72
34 194 135.2
34 196 176.91
34 4 177.3
34 5 181.19
34 6 185.78
34 7 181.53
34 8 178.48
34 9 177.4
34 11 181.95
34 12 185.09
34 13 177.5
34 14 180.6
34 15 183.28
34 16 177.96
34 17 183.11
34 19 180.97
34 22 198.07
34 83 194.61
34 108 157.71
34 109 131.79
34 110 145.74
34 112 120.58
34 113 104.81
34 114 119.26
34 115 125.78
34 116 121.25
34 117 123.13
34 119 96.97
34 120 95.58
34 122 97.42
34 123 93.83
34 124 103.45
34 125 105.37
34 127 116.1
34 128 105.79
34 130 101.22
34 131 101.01
34 132 84.01
34 133 79.45
34 134 78.19
34 135 78.13
34 136 84.48
34 137 82.11
34 140 164.89
34 141 111.82
34 142 115.75
34 144 181.96
36 41 7.39
36 51 80.41
36 61 27.85
36 111 66.95
36 118 54.56
36 121 32.72
36 126 35.8
36 139 36.4
36 147 28.88
36 148 31.25
36 149 40.33
36 150 35.59
36 151 57.6
36 152 49.02
36 153 119.38
36 155 99.75
36 156 107.38
36 157 59.13
36 158 74.26
36 159 66.04
36 160 29.36
36 161 70.02
36 162 46.22
36 163 26.98
36 164 21.44
36 166 129.84
36 167 26.98
36 168 160.11
36 169 152.77
36 170 116.77
36 172 150.66
36 173 150.03
36 174 146.06
36 176 141.12
36 177 148.01
36 178 134.29
36 179 135.27
36 183 190.32
36 185 197.04
36 186 195.41
36 188 195.2
36 190 154.31
36 191 128.73
36 193 176.02
36 194 124.69
36 196 166.27
36 4 166.47
36 5 170.38
36 6 174.97
36 7 170.7
36 8 167.66
36 9 166.59
36 11 171.14
36 12 174.34
36 13 166.69
36 14 169.79
36 15 172.52
36 16 167.17
36 17 172.28
36 19 170.13
36 20 193.61
36 22 187.24
36 83 184.44
36 99 198.16
36 108 147.16
36 109 121
36 110 134.95
36 112 109.76
36 113 94.25
36 114 108.54
36 115 115.94
36 116 110.91
36 117 113.13
36 119 87.28
36 120 85.71
36 122 87.51
36 123 83.83
36 124 93.55
36 125 95.52
36 127 105.74
36 128 95.76
36 130 91.08
36 131 90.37
36 132 74.91
36 133 69.27
36 134 67.92
36 135 67.91
36 136 73.99
36 137 71.62
36 140 169.79
36 141 114.94
36 142 117.36
36 144 183.67
41 51 74.34
41 61 20.46
41 111 59.84
41 118 54.64
41 121 36
41 126 39.49
41 139 42.17
41 147 33.15
41 148 37.41
41 149 45.12
41 150 40.19
41 151 62.13
41 152 53.97
41 153 112.19
41 155 92.52
41 156 100
41 157 66.48
41 158 81.65
41 159 73.29
41 160 36.4
41 161 77.17
41 162 45.19
41 163 20.18
41 164 14.87
41 166 122.54
41 167 21.11
41 168 158.23
41 169 151.77
41 170 116.05
41 172 153.99
41 173 153.3
41 174 149.87
41 176 145.1
41 177 151.93
41 178 138.78
41 179 139.49
41 183 194.53
41 186 199.44
41 188 199.43
41 190 158.16
41 191 133.41
41 193 179.97
41 194 129.2
41 196 170.39
41 4 169.66
41 5 173.78
41 6 178.32
41 7 173.91
41 8 170.97
41 9 169.93
41 11 174.51
41 12 178.07
41 13 170.09
41 14 173.12
41 15 176.22
41 16 170.7
41 17 175.37
41 19 172.97
41 20 196.96
41 22 190.37
41 83 184.7
41 108 148.35
41 109 123.17
41 110 137.13
41 112 113.05
41 113 98.73
41 114 112.48
41 115 121.49
41 116 115.8
41 117 118.5
41 119 93.06
41 120 91.31
41 122 93.05
41 123 89.28
41 124 99.1
41 125 101.12
41 127 110.61
41 128 101.15
41 130 96.31
41 131 94.64
41 132 81.19
41 133 74.54
41 134 73.07
41 135 73.14
41 136 78.7
41 137 76.33
41 140 162.45
41 141 107.56
41 142 110.1
41 144 176.42
51 61 59.13
51 111 26.97
51 118 117.62
51 121 108.59
51 126 112.45
51 139 116.51
51 147 106.91
51 148 111.6
51 149 119.07
51 150 114.08
51 151 135.61
51 152 127.97
51 153 51.96
51 155 39.03
51 156 64.02
51 157 135.62
51 158 148.29
51 159 135.31
51 160 100.75
51 161 148.55
51 162 57.13
51 163 54.54
51 164 59.5
51 166 65.97
51 167 53.43
51 168 199.35
51 169 199.69
51 170 168.27
51 109 189.02
51 112 183.02
51 113 171.69
51 114 184.19
51 115 195.74
51 116 189.36
51 117 192.62
51 119 167.4
51 120 165.6
51 122 167.31
51 123 163.5
51 124 173.36
51 125 175.4
51 127 184.14
51 128 175.31
51 130 170.35
51 131 167.27
51 132 155.31
51 133 148.67
51 134 147.1
51 135 147.24
51 136 152.22
51 137 149.86
51 138 153.99
51 140 104.17
51 141 68.23
51 142 81.44
51 143 173.75
51 144 138.03
51 145 192.77
51 146 154.02
61 111 40.68
61 118 59.84
61 121 49.9
61 126 53.86
61 139 60.04
61 147 49.02
61 148 56.04
61 149 61.15
61 150 56.15
61 151 77.04
61 152 69.98
61 153 92.46
61 155 72.66
61 156 79.58
61 157 86.88
61 158 102.11
61 159 93.47
61 160 56.35
61 161 97.18
61 162 48.48
61 163 9.43
61 164 11.42
61 166 102.39
61 167 15.31
61 168 154.75
61 169 150.9
61 170 116.53
61 172 164.61
61 173 163.78
61 174 161.72
61 176 157.44
61 177 164.04
61 178 152.42
61 179 152.46
61 190 170.05
61 191 147.53
61 193 191.97
61 194 142.95
61 196 182.89
61 4 179.8
61 5 184.42
61 6 188.83
61 7 184.08
61 8 181.39
61 9 180.46
61 11 185.07
61 12 189.55
61 13 180.76
61 14 183.61
61 15 187.59
61 16 181.71
61 17 185.21
61 19 182.19
61 83 186.96
61 108 153.47
61 109 131.19
61 110 144.99
61 112 124.05
61 113 112.73
61 114 125.06
61 115 137.79
61 116 130.59
61 117 134.39
61 119 110.08
61 120 107.94
61 122 109.54
61 123 105.6
61 124 115.55
61 125 117.66
61 127 125.38
61 128 117.22
61 130 112.09
61 131 108.23
61 132 99.38
61 133 90.69
61 134 88.98
61 135 89.22
61 136 93.57
61 137 91.24
61 140 142.17
61 141 87.12
61 142 90.12
61 143 190.26
61 144 156.41
61 146 186.65
111 118 94.56
111 121 90.03
111 126 94.04
111 139 100.72
111 147 89.59
111 148 96.61
111 149 101.65
111 150 96.68
111 151 117.07
111 152 110.42
111 153 52.51
111 155 33.17
111 156 48.41
111 157 125.67
111 158 140.05
111 159 129.35
111 160 92.56
111 161 136.97
111 162 61.28
111 163 40.12
111 164 45.76
111 166 63.73
111 167 41.99
111 168 172.38
111 169 172.96
111 170 142.08
111 173 199.77
111 174 198.97
111 176 195.12
111 178 191.12
111 179 190.67
111 191 186.59
111 194 181.8
111 108 183.79
111 109 165.28
111 110 178.64
111 112 161.03
111 113 151.98
111 114 163.24
111 115 178.05
111 116 170.16
111 117 174.48
111 119 150.62
111 120 148.39
111 122 149.94
111 123 145.96
111 124 155.91
111 125 158.05
111 127 164.96
111 128 157.44
111 130 152.22
111 131 147.29
111 132 140.06
111 133 131.05
111 134 129.28
111 135 129.57
111 136 133.43
111 137 131.14
111 138 160.73
111 140 103.94
111 141 54.77
111 142 63.84
111 143 162.25
111 144 126.89
111 145 194.22
111 146 150.91
118 121 28.01
118 126 28.59
118 139 42.55
118 147 34.07
118 148 45.32
118 149 34.92
118 150 33.99
118 151 36.87
118 152 37.7
118 153 139.47
118 155 120.35
118 156 114.92
118 157 78.68
118 158 94.41
118 159 96.04
118 160 71.45
118 161 79.42
118 162 99.83
118 163 67.38
118 164 64.81
118 166 145.46
118 167 71.67
118 168 107.59
118 169 98.64
118 170 62.47
118 171 165.74
118 172 106.16
118 173 105.23
118 174 104.65
118 176 101.12
118 177 107.27
118 178 98.48
118 179 97.27
118 182 188.4
118 183 150.41
118 185 153.27
118 186 154.18
118 187 158.88
118 188 155.33
118 189 166.28
118 190 112.89
118 191 94.82
118 193 134.68
118 194 89.63
118 196 126.36
118 4 120.85
118 5 125.83
118 6 130.1
118 7 125.13
118 8 122.65
118 9 121.81
118 11 126.42
118 12 131.69
118 13 122.22
118 14 124.91
118 15 129.65
118 16 123.45
118 17 126.05
118 18 173.03
118 19 122.73
118 20 148.39
118 21 155.68
118 22 141.03
118 23 159.83
118 24 155.52
118 25 193.39
118 27 190.83
118 28 184.97
118 29 184.78
118 30 192.05
118 32 194.92
118 35 182.39
118 37 183.14
118 38 189.98
118 39 183.08
118 43 181.69
118 45 183.81
118 48 172.97
118 50 198.92
118 52 196.53
118 53 199.14
118 56 189.78
118 60 194.92
118 62 189.86
118 63 178.77
118 65 182.17
118 66 179.82
118 67 163.72
118 69 155.06
118 70 169.93
118 71 169.44
118 72 167.93
118 73 166.32
118 74 178.5
118 76 182.56
118 77 189.02
118 79 167.54
118 80 171.48
118 81 163.25
118 82 161.51
118 83 130.08
118 88 188.72
118 92 189.36
118 93 193.6
118 94 164.24
118 95 157.77
118 96 159.5
118 97 164.01
118 98 160.47
118 99 147.12
118 100 161.33
118 101 166.38
118 102 150.32
118 103 151.76
118 104 148.88
118 106 167.42
118 107 158.1
118 108 94.21
118 109 71.48
118 110 85.21
118 112 66.74
118 113 61.95
118 114 70.19
118 115 91.82
118 116 80.46
118 117 87.27
118 119 69.95
118 120 66.52
118 122 67.3
118 123 63.32
118 124 72.29
118 125 74.49
118 127 75.58
118 128 72.34
118 130 66.8
118 131 56.86
118 132 67.09
118 133 50.83
118 134 48.62
118 135 49.48
118 136 48.25
118 137 46.57
118 140 181.55
118 141 122.33
118 142 117
118 144 178.27
121 126 4.02
121 139 16.65
121 147 6.09
121 148 17.8
121 149 12.56
121 150 8.45
121 151 27.13
121 152 20.7
121 153 140.23
121 155 120.39
121 156 121.33
121 157 53.32
121 158 69.62
121 159 69.08
121 160 43.7
121 161 57.37
121 162 78.75
121 163 54.25
121 164 49.87
121 166 148.61
121 167 56.65
121 168 135.31
121 169 125.43
121 170 89.23
121 171 178.02
121 172 118.1
121 173 117.44
121 174 113.88
121 176 109.14
121 177 115.95
121 178 103.14
121 179 103.64
121 183 158.63
121 185 164.68
121 186 163.47
121 187 170.84
121 188 163.54
121 189 174.69
121 190 122.17
121 191 97.98
121 193 143.99
121 194 93.59
121 196 134.46
121 4 133.84
121 5 137.86
121 6 142.42
121 7 138.08
121 8 135.08
121 9 134.03
121 11 138.6
121 12 142.08
121 13 134.17
121 14 137.23
121 15 140.22
121 16 134.74
121 17 139.61
121 18 180.78
121 19 137.42
121 20 161.06
121 21 168.83
121 22 154.59
121 23 181.62
121 24 177.6
121 48 193.8
121 67 181.98
121 69 175.08
121 70 187.22
121 71 188.2
121 72 186.54
121 73 185.03
121 74 195.36
121 76 199.25
121 79 183.12
121 80 186.72
121 81 177.53
121 82 176.48
121 83 154.06
121 94 182.92
121 95 175.92
121 96 178.57
121 97 183.83
121 98 179.87
121 99 165.67
121 100 180.98
121 101 186.31
121 102 169.86
121 103 171.9
121 104 168.99
121 106 186.83
121 107 179.07
