"ID1" "ID2" "d12"
173 6 25065.69
173 7 20701.72
173 8 17666.45
173 9 16685.3
173 11 21292.95
173 12 27145.49
173 13 17001.63
173 14 19851.56
173 15 24986.39
173 16 18387.35
173 17 22605
173 18 70078.72
173 19 22408.56
173 20 43662.14
173 21 51397.09
173 22 37305.39
173 23 84623.62
173 24 82813.7
173 29 99343.41
173 35 98362.12
173 37 98220.42
173 39 98730.93
173 43 98437.81
173 45 98497.46
173 48 90751.13
173 63 99055.89
173 65 97860.19
173 66 95601.1
173 67 71374.99
173 69 71204.53
173 70 73892.55
173 71 78496.24
173 72 76564.94
173 73 75455.49
173 74 80864.7
173 76 84351.61
173 77 90888.16
173 79 67083.39
173 80 70233.32
173 81 60400.94
173 82 59926.5
173 83 77690.32
173 88 98014.86
173 92 97897.68
173 94 73435.28
173 95 65541.22
173 96 70725.22
173 97 78042.87
173 98 73018.21
173 99 57718.59
173 100 74882.5
173 101 80652.14
173 102 64864.83
173 103 68973.27
173 104 66430.7
173 106 79295.78
173 107 78591.53
173 108 44520.35
173 109 36813.24
173 110 27658.7
173 112 40279.97
173 113 59818.97
173 114 43319.6
173 115 61808.28
173 116 51648.77
173 117 58953.35
173 119 79850.08
173 120 78167.21
173 122 76243.29
173 123 77539.95
173 124 72499.97
173 125 72108.35
173 127 54690.4
173 128 68721.96
173 130 69851.27
173 131 62026.62
173 132 94845.75
173 133 87027.84
173 134 87274.7
173 135 87833.41
173 136 79348.95
173 137 81471.53
174 176 6370.73
174 177 3275.18
174 178 19607.67
174 179 14234.67
174 182 92186.55
174 183 45756.84
174 185 51158.37
174 186 49814.48
174 187 57619.36
174 188 50682.94
174 189 61651.61
174 190 8324.4
174 191 26198.33
174 193 30246.12
174 194 26295.12
174 196 21866.95
174 4 25057.96
174 5 26159.16
174 6 30824.63
174 7 28417.23
174 8 24616.86
174 9 23238.72
174 11 27121.16
174 12 28301.72
174 13 22743.63
174 14 26195.83
174 15 26571.41
174 16 22048.83
174 17 31288.7
174 18 68390.79
174 19 33160.65
174 20 48885.14
174 21 56994.02
174 22 44318.66
174 23 96946.07
174 24 95316.4
174 67 81786.35
174 69 82995.77
174 70 83290.78
174 71 89009.01
174 72 87042.37
174 73 86062.55
174 74 89563.57
174 76 92763.45
174 77 99185.08
174 79 75012.64
174 80 77659.96
174 81 67099.06
174 82 67494.74
174 83 90496.43
174 94 84106.33
174 95 76155.07
174 96 81837.66
174 97 89402.97
174 98 84281.44
174 99 69125.91
174 100 86247.86
174 101 91986.85
174 102 76621.94
174 103 80935.88
174 104 78488.39
174 106 90298.22
174 107 90673.71
174 108 55810.6
174 109 41666.05
174 110 36189.97
174 112 37944.49
174 113 53099.34
174 114 37570.39
174 115 50282.54
174 116 41898
174 117 47948.81
174 119 70850.53
174 120 69618.94
174 122 67623.9
174 123 69431.8
174 124 63281.46
174 125 62607.11
174 127 45659.61
174 128 59576.55
174 130 61482.88
174 131 56161.78
174 132 86252.07
174 133 80379.55
174 134 80913.91
174 135 81345.43
174 136 73379.43
174 137 75636.26
176 177 7045.53
176 178 13430.03
176 179 7864.42
176 182 98157.6
176 183 49674.51
176 185 56621.36
176 186 54330.35
176 187 63201.59
176 188 54609.2
176 189 65708.64
176 190 13541.51
176 191 19878.18
176 193 34904.28
176 194 19967.74
176 196 25452.81
176 4 31428.69
176 5 32357.88
176 6 36991.02
176 7 34761.58
176 8 30945.44
176 9 29557.11
176 11 33338.76
176 12 33693.2
176 13 29012.62
176 14 32470.14
176 15 32119.42
176 16 28110.53
176 17 37656.15
176 18 72140.47
176 19 39458.67
176 20 54812.39
176 21 62941.49
176 22 50533.51
176 67 88150.02
176 69 89184.43
176 70 89647.83
176 71 95369.89
176 72 93404.41
176 73 92418.31
176 74 95872.36
176 76 99043.31
176 79 81257.31
176 80 83838.3
176 81 73193.5
176 82 73708.54
176 83 95333.56
176 94 90457.94
176 95 82507.98
176 96 88149.26
176 97 95683.1
176 98 90574.28
176 99 75388.6
176 100 92525.98
176 101 98271.84
176 102 82816.27
176 103 87074.29
176 104 84593.73
176 106 96624.75
176 107 96774.85
176 108 59111.51
176 109 41541.15
176 110 38185.62
176 112 34476.8
176 113 47579.48
176 114 32622.08
176 115 43958.58
176 116 35644.36
176 117 41579.23
176 119 64663.66
176 120 63524.29
176 122 61518.58
176 123 63437.36
176 124 57068.22
176 125 56348.07
176 127 39536.04
176 128 53384.15
176 130 55450.48
176 131 50903.99
176 132 80119.66
176 133 74740.55
176 134 75358.03
176 135 75750.21
176 136 67975.44
176 137 70264.91
177 178 19084.6
177 179 14448.44
177 182 91184.66
177 183 43192.17
177 185 49578.91
177 186 47551.22
177 187 56156.16
177 188 48128.11
177 189 59165.16
177 190 6500.15
177 191 25912.53
177 193 28039.71
177 194 26697.43
177 196 19097.68
177 4 25396.82
177 5 25646.32
177 6 30218.5
177 7 28407.61
177 8 24543.54
177 9 23127.15
177 11 26651.78
177 12 26650.72
177 13 22448.45
177 14 25896.37
177 15 25075.75
177 16 21265.33
177 17 31475.63
177 18 65777.2
177 19 33979.61
177 20 47834.65
177 21 55968.18
177 22 43796.07
